3.0.14 [Build: 1394624943]
3.0.16 [Build: 1407159763]
3.0.17 [Build: 1438673913]
3.0.18 [Build: 1442998335]
3.0.18.1 [Build: 1444491275]
3.0.18.2 [Build: 1445512488]
3.0.19 [Build: 1445263695]
3.0.12 [Build: 1378715177]
