Build Number,Version,Build Date,Build Time,Hash
1320399737,3.0.2,2011 Nov 04,09:42:17
1374830986,3.0.11,2013 Jul 26,09:29:46
1382964824,3.0.13.1,2013 Okt 28,12:53:44
1408613527,3.0.16,2014 Aug 21,09:32:07
1424356697,3.0.17,2015 Feb 19,14:38:17
1435051053,3.0.18,2015 Jun 23,09:17:33
1444579783,3.0.18.1,2015 Okt 11,16:09:43
1445516611,3.0.18.2,2015 Okt 22,12:23:31
